Complaint ID,Date submitted,Date received,Submitted via,State,Product,Sub-product,Issue,Sub-issue,Company public response,Company response to consumer
3578013,2020-03-24,2020-03-24,Phone,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2800604,2018-02-01,2018-02-01,Phone,IL,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7193424,2023-06-29,2023-06-29,Web,MD,Checking or savings account,Checking account,Opening an account,Account opened as a result of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5955141,2022-09-06,2022-09-06,Web,KS,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3649081,2020-05-12,2020-05-12,Web,NY,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
7289568,2023-07-23,2023-07-23,Web,IL,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,0,In progress
3694391,2020-06-11,2020-06-11,Web,MA,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5954478,2022-09-06,2022-09-06,Web,IL,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2872662,2018-04-11,2018-04-11,Web,TX,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3547064,2020-02-27,2020-02-27,Web,FL,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2842546,2018-03-14,2018-03-14,Web,TX,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
5307929,2022-03-10,2022-03-10,Web,NJ,Checking or savings account,Checking account,Managing an account,Fee problem,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3502201,2020-01-20,2020-01-20,Web,PA,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
2968288,2018-07-20,2018-07-24,Phone,MD,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6047992,2022-10-04,2022-10-04,Web,CO,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3612511,2020-04-18,2020-04-18,Web,DC,Credit card or prepaid card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3053987,2018-10-23,2018-10-23,Web,NY,Checking or savings account,Checking account,Closing an account,Company closed your account,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4319813,2021-04-22,2021-04-22,Web,NY,Checking or savings account,Checking account,Problem caused by your funds being low,Overdrafts and overdraft fees,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
4281789,2021-04-08,2021-04-08,Phone,TN,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
5978605,2022-09-13,2022-10-05,Web,FL,"Payday loan, title loan, or personal loan",Installment loan,Getting the loan,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
6049872,2022-10-04,2022-10-04,Web,GA,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with monetary relief
3733599,2020-07-07,2020-07-07,Web,CA,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,0,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
4618613,2021-08-10,2021-08-10,Web,VA,Debt collection,Credit card debt,False statements or representation,Attempted to collect wrong amount,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
3062025,2018-10-31,2018-10-31,Web,CA,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Closed with explanation
